station_name,station_full_name,station_zone,station_address
GIS,GARHI SANDRA,NCR,"Dhaulpur, Rajasthan, India"
GIW,GIRDHARPUR,NCR,"Kyarpura, Madhya Pradesh 476337, India"
GIZ,GIDAM,ECOR,"Gidam, Chhattisgarh, India"
GJ,GANGAJHARI,SECR,"Gangajalghati, West Bengal, India"
GJD,GUJHANDI,ECR,"National Highway 31, Bihar, India"
GJH,GOLDINGANJ,ECR,"Goldingganj, Bihar, India"
GJJ,GAJJELAKONDA,SCR,"R. S. Road, Ulindakonda, Andhra Prades.."
GJL,GAJRAULA JN,NR,"Gujraula, Uttar Pradesh, India"
GJMB,GANJMURADABAD,NR,"Moradabad, Uttar Pradesh, India"
GJN,GAJNER,NWR,"Bikaner, Rajasthan, India"
GJR,GOJHARIYA,WR,"Gozaria, Gujarat, India"
GJS,GAJSINGHPUR,NWR,"Gajsinghpur, Rajasthan 335024, India"
GJT,GANNAGHATTA,SWR,"Jannaghatta, Karnataka 563126, India"
GJTA,GURUDIJHATIA,ECOR,"Gurudijhatia, Odisha, India"
GJUT,GANGSAR JAITU,NR,"Jaitu, Punjab, India"
GJW,GAJUWALA H,NR,"Gajuwaka, Vishakhapatnam, Andhra Prade.."
GJWL,GAJWEL,SCR,"Toopran Road,Gajwel, Siddipet District.."
GK,GOLA GOKARANATH,NER,"Gola Gokaranath Railway Station, State.."
GKA,GOKHULA,ECR,"Gokhale Rd, Madurai, Tamil Nadu, India"
GKB,GHATAKA VARANA,WCR,"Ghataka Varana Station, Rajasthan, India"
GKC,GORAKHPUR CANT,NER,"Gorakhpur Cantonment Railway Station, .."
GKD,GADHAKDA,WR,"Gadhada, Gujarat, India"
GKG,GOKALGARH,NR,"Jhajjar Road, Haryana 123412, India"
GKH,GUSKARA,ER,"Guskhara, West Bengal, India"
GKHT,GRAM KHARIKA H,ECR,"Vaishali, Bihar, India"
GKJ,GOLAKGANJ JN,NFR,"National Highway 31, Assam, India"
GKK,GOKAK ROAD,SWR,"Gokak Taluka, Karnataka, India"
GKL,GOKULPUR,SER,"Samraipur, West Bengal, India"
GKM,GUNDALUKAMMA,SCR,"Gundalukamma Station, Andhra Pradesh, .."
GKP,GORAKHPUR JN,NER,"Gorakhpur Railway Station, Station Roa.."
GKT,GANKHERA,SECR,"Khera, Gujarat, India"
GKV,GOTTIHALLI HALT,SWR,
GKX,GHAL KALAN,NR,"Ghal Kalan, Punjab, India"
GLA,GARLA,SCR,"Railway Station Road, Garla, Andhra Pr.."
GLBA,GOLABAI PH,ECOR,"Khordha, Orissa, India"
GLBN,GUJRAN BALWA H,NR,"Balwa Gujran, Uttar Pradesh, India"
GLG,GULABHGANJ,WCR,"Madhya Pradesh, India"
GLGT,GOLAGHAT,NFR,"Golaghat Railway Station, Golaghat, As.."
GLH,GULAOTHI,NR,"Gulaothi Railway Station, Gulaothi, Ut.."
GLI,GALSI,ER,"Galsi, West Bengal, India"
GLKN,GUGALWA KIRTAN H,NWR,"Rajasthan, India"
GLMA,GULMA,NFR,"Gulma Railway Station, West Bengal, In.."
GLNA,GOLANA,NWR,"Sahajpura, Rajasthan 303323, India"
GLP,GOLLAPROLU,SCR,"East Godavari, Andhra Pradesh, India"
GLPT,GOALPARA TOWN,NFR,"Goalpara Train Station, Bhalukdubi, As.."
GLTA,GAHLOTA,NWR,"Gahlot Apartment, Kevni Pada, Mumbai, .."
GLU,GULLIPADU,SCR,"Gudipadu, Andhra Pradesh, India"
GLY,GOLLAPALLY,SCR,"Bangalore-Hyderabad Highway, Andhra Pr.."
GM,GARMADI,WR,"Gujarat, India"
GMA,GUDIMETTA,SCR,"Unnamed Road, Andhra Pradesh 523356, I.."
GMAN,GUMANI,ER,"Jharkhand, India"
GMC,GOODS MARSHALLING YARD,NCR,"Saina Purwa, Cooperganj, Kanpur, Uttar.."
GMD,GURAMKHEDI,WCR,"Guramkhedi, Madhya Pradesh, India"
GMDA,GUMADA,ECOR,"Gumada, Andhra Pradesh, India"
GMDN,GIRIMAIDAN,SER,"Kharagpur, West Bengal, India"
GMDP,GRAMDADPUR,SER,"Habaspur, West Bengal, India"
GME,GUMMANDEV,WR,"Gumandev, Gujarat 393110, India"
GMG,GUMGAON,CR,"Gumgaon, Maharashtra, India"
GMGM,GOMANGALAM,SR,"Tamil Nadu 642107, India"
GMH,GAMHARIA,SER,"Gamharia, Jharkhand, India"
GMI,GOND UMRI,SECR,"Gondia, Maharashtra, India"
GMIA,GUMIA,ECR,"Gumia, Jharkhand, India"
GMM,GUMMAN,NR,"Gumman, NH 22, Parwanoo, Himachal Prad.."
GMMG,GRAM MASAGRAM,SER,"Masagram, West Bengal 713401, India"
GMN,GOREGAON,WR,"Goregaon, Mumbai, Maharashtra 400063, .."
GMO,NSC BOSE J GOMO,ECR,"Gomoh Junction Railway Station, Gomoh,.."
GMR,GAHMAR,ECR,"Uttar Pradesh, India"
GMS,GARHMUKTESAR,NR,"Garhmukteshwar, Uttar Pradesh, India"
GMTO,GUMTO,NFR,"Gumto, Doimukh-Harmuti Road, Papumpare.."
GMU,GAURIYAMAU,NR,"Faizabad, Uttar Pradesh, India"
GMX,GURMURA,ECR,"Panari, Uttar Pradesh, India"
GN,GOPALNAGAR F,ER,"Gopalnagar, West Bengal, India"
GNA,GONEANA BHAI JAGTA,NR,"Mall Rd, Goniana, Punjab, India"
GNB,JNANA BHARATI,SWR,"Jnana Bharati, Chunchgatta Main Rd, My.."
GNBA,GAON BARODA,NR,"Jind, Haryana 126115, India"
GNC,GANDHINAGAR CAP,WR,"Gandhinagar Railway Station, Sector 14.."
GND,GOVINDGARH MALK,NWR,"Govindgarh, Rajasthan, India"
GNDI,GONDWALI,WCR,"Madhya Pradesh 486892, India"
GNDM,GUNRAJPUR DHAMA H,NER,"Jaithar, Bihar 841417, India"
GNG,GAURIGANJ,NR,"Gauriganj, Uttar Pradesh, India"
GNGD,GANGADHARPUR,ECOR,"Gangarampur, West Bengal, India"
GNGL,GANGAULI H,NER,"Gangauli, Bihar, India"
GNGT,GANGATOLA,SECR,"Seoni, Madhya Pradesh, India"
GNH,GANGAKHER,SCR,"Gangakhed, Maharashtra, India"
GNHI,GANDHI H,ECR,"Gandhi, center, Ananthavarappadu Stage.."
GNJ,GUNJI,SWR,"Gunji, Karnataka, India"
GNJB,GOPINATHJEW BANIKUND,ECOR,"Odisha 754140, India"
GNJP,GOKULNAGAR JOYPUR,ER,"Salda, West Bengal 722138, India"
GNK,GARHNOKHA,ECR,"Garh Nokha, Bihar, India"
GNL,GONGLE,SECR,"Gondia, Maharashtra, India"
GNN,GANGINENI,SCR,"Gangineni, Andhra Pradesh, India"
GNNA,GANGANIA,ER,"Ganganiyan, Bihar 813213"
GNND,JNANDAS KANDRA,ER,"West Bengal 713129, India"
GNO,GOREGAON ROAD,KR,"Raigad, Maharashtra, India"
GNP,GHANPUR,SCR,"Warangal, Andhra Pradesh, India"
GNPR,GUNUPUR,ECOR,"Gunupur, Odisha, India"
GNQ,GODHANI,CR,"Godhani Rd, Nagpur, Maharashtra, India"
GNR,GADIGANURU,SWR,"Gadiganuru, Karnataka, India"
GNRL,GANGRAUL H,NCR,"Gangra, West Bengal, India"
GNS,GHONSOR,SECR,"Ghansor, Madhya Pradesh, India"
GNSL,GHANSOLI,CR,"Ghansoli, Navi Mumbai, Maharashtra, In.."
GNST,GANDHISMRITI,WR,"Navsari, Gujarat 396450, India"
GNT,GUNTUR JN,SCR,"Guntur Junction Railway Station, Guntu.."
GNTR,GAUNTRA,NR,"Andhra Pradesh, India"
GNU,GANAUR,NR,"Ganaur Railway Station, Ganaur, Haryan.."
GNV,GANDEVI,WR,"Gandevi, Gujarat, India"
GNVR,GONDWANAVISAPUR,CR,"Gondwana Chowk, Byramji Town, Nagpur, .."
GNW,GANGIWARA,CR,"Gangiwara, Madhya Pradesh, India"
GNWA,GHUNWARA,WCR,"Maihar, Madhya Pradesh 485771, India"
GO,GHOTI,CR,"Ghoti, Maharashtra, India"
GOA,GOHAD ROAD,NCR,"Bhind, Madhya Pradesh, India"
GOC,PONMALAI GLD RCK,SR,"Ponmalai Railway Station, Railway Colo.."
GOD,GIDARPINDI,NR,"Gudari, Odisha, India"
GODA,GODDA,ER,"Gorhighat Chhit, Jharkhand 814133, India"
GOE,GHOGRAPAR,NFR,"Ghagrapar, National Highway 27, Assam,.."
GOF,GHUTIARI SHARIF,ER,"Ghutiari Shariff, West Bengal, India"
GOG,GHORGHAT,ER,"Bhagalpur - Munger Rd, Karharia, Bihar.."
GOGH,GOSSAIGAON HAT,NFR,"Gossaigaon, Assam, India"
GOGT,GOGHAT,ER,"Goghat, West Bengal 712614, India"
GOH,GAROT,WCR,"Madhya Pradesh, India"
GOK,GOKARNA ROAD,KR,"Gokarna, Vile Parle East, Mumbai, Maha.."
GOL,GOILKERA,SER,"Goilkera, Jharkhand, India"
GOLE,GOLE,NWR,"Gole Station, Rajasthan, India"
GOM,GOGAMUKH,NFR,"Gogamukh, Assam, India"
GOP,GOP JAM,WR,"State Highway 27, Gujarat, India"
GOPA,GHOSIPURA,NCR,"Ghauspura, Gwalior, Madhya Pradesh, In.."
GOPG,GOPALGANJ,NER,"Bhitbherwa, Gopalganj, Bihar, India"
GOR,GOPINATHPUR PH,SER,"Bardhaman, West Bengal, India"
GOS,GHOSRANA,NCR,"Alwar, Rajasthan, India"
GOT,GOT H,NER,"Suniara Got Jathere, Chahar Mazara, Pu.."
GOTN,GOTAN,NWR,"Gotan, Rajasthan, India"
GOVR,GOVINDNAGAR,NER,"Basti, Uttar Pradesh, India"
GOX,GOBINDPUR DUGAULI H,NER,"Ballia, Uttar Pradesh, India"
GOY,GOVINDPURI,NCR,"Govindpuri Railway Station, Govind Nag.."
GOZ,GOLSAR,NWR,"Golsar, Rajasthan, India"
GP,RAJ GANGPUR,SER,"Raj Gangpur, Odisha, India"
GPAE,GUPTIPARA,ER,"Guptipara, West Bengal, India"
GPB,GHATPRABHA,SWR,"Gokak Taluka, Karnataka, India"
GPBN,GANDHI PARK HALT,SCR,"Banswada - Bodhan Rd, Gouse Nagar, Ven.."
GPC,GHAT PINDRAI,WCR,"Ghat Pidrai, Madhya Pradesh, India"
GPD,GUMMIDIPUNDI,SR,"National Highway 5, Gummidipundi, Tami.."
GPDE,GUDIPUDI,SCR,"Sattenapalle Amaravathi Road, Gudipudi.."
GPE,GOGI POTHIA,NFR,"Pothia, Bihar 854318, India"
GPH,GARPOS,SER,"Garpos, Odisha, India"
GPI,GAJAPATINAGARAM,ECOR,"Gajapatinagaram, Andhra Pradesh, India"
GPJ,GORAPUR,ECOR,"Tarapur, Maharashtra, India"
GPLG,GOPALPURGRAM,ER,"Kusumgaria, West Bengal, India"
GPNB,GOPINATHPUR NILGIRI,SER,"Gopinathpur, Odisha 756040, India"
GPSA,GHAT PARASIA,SECR,
GPSL,GOKULPUR SABOLI HALT,NR,"Saboli, Delhi, 110093, India"
GPT,GOPALAPATNAM,ECOR,"Gopalapatnam, Andhra Pradesh, India"
GPU,GULAPALYAMU,SCR,"Gollapalli, Andhra Pradesh, India"
GPX,GAUTAMPURA ROAD,WR,"Gautampura Road Railway Station, MDR, .."
GPY,GANGAYAPLLE,SCR,"Gangapur, Rajasthan, India"
GPZ,GOHPUR,NFR,"Assam 784168, India"
GQD,GAURDAHA H,ER,"South 24 Parganas, West Bengal, India"
GQL,GURLA,WCR,"Gurla Station, Gurla, Rajasthan, India"
GQN,GARHANI,ECR,"Garhani, Bihar, India"
GRA,GHARAUNDA,NR,"Gharaunda Railway Station, Gharaunda, .."
GRAE,GURAP,ER,"Gurap, West Bengal"
GRAK,GARKHA F,NER,"Gadhaka, Etah, Uttar Pradesh 207242, I.."
GRB,GARH DHRUBBESWAR,SER,"Rasulgarh, Bhubaneswar, Odisha, India"
GRBH,GAREA BIHAR,ECR,"Chichaki, Jharkhand, India"
GRBL,GARUDUBILLI,ECOR,"Vizianagaram, Andhra Pradesh, India"
GRCP,G RAMACHANDRAPUR,ECOR,"Tekartola, Odisha 766110, India"
GRD,GIRIDIH,ER,"Giridih, Jharkhand, India"
GRE,GOLA ROAD,SER,"Gola Rd, West Bengal, India"
GRF,GAMBHIRI ROAD,WR,"Gambhiri Rd, Berue, Uttar Pradesh, India"
GRG,GUWARIGHAT,SECR,"Near Gwarighat, Awadhpuri Colony Road,.."
GRH,GHORASAHAN,ECR,"Ghorasahan Railway Station, Station Rd.."
GRHI,GARHI,NR,"Garhi, Pin - 125033, Dist. - Rohtak St.."
GRHM,GIR HADMATIYA,WR,"Gujarat 362140, India"
GRHX,GARRA,SECR,"Garra River, Uttar Pradesh"
GRI,GURIYA,NWR,"mine princess(guriya) school, Danapur,.."
GRJ,GATRA,SECR,"Balaghat, Madhya Pradesh, India"
GRJA,GORINJA,WR,"Jamnagar, Gujarat, India"
GRKA,GURHA KEMLA,NWR,"Haryana 123034, India"
GRKN,GORAKHNATH,ECOR,"Jagatsinghpur, Odisha, India"
GRL,GORAUL,ECR,"Goraul, Bihar, India"
GRM,GARHMAU,NCR,"Takori, Uttar Pradesh 284121, India"
GRMA,GHORMARA,ER,"Ghormara, Jharkhand, India"
GRMP,GANGARAMPUR,NFR,"Gangarampur, West Bengal, India"
GRMR,GARHI MANIKPUR,NR,"Uttar Pradesh, India"
GRN,GURNAY,NR,"Gurna, Punjab, India"
GRNA,GURHANWA F,ECR,"Tilahra Kalan, Bihar, India"
GRO,GURRA,WCR,"Gurra Railway Station, Gurra, Madhya P.."
GRP,GANGPUR,ER,"Gangpur, West Bengal, India"
GRR,GORPHAR,NFR,"Gopher Corner, Isabel, SD 57633, USA"
GRRG,GURLI RAMGARHWA,NER,"Maharajganj, Uttar Pradesh, India"
GRRU,GURARU,ECR,"Gaya, Bihar, India"
GRU,GAROPARA,NFR,"Garpar, Machuabazar, Kolkata, West Ben.."
GRWD,GHORAWADI,CR,"Talegaon Dabhade, Maharashtra, India"
GRX,GAURA,NR,"Gaura, Uttar Pradesh, India"
GRY,GORAYA,NR,"Goraya, Punjab, India"
GRZ,GURTHURI,NR,"Guntur, Andhra Pradesh, India"
GS,GODHANESWAR,WR,"Dhaneswar, Odisha, India"
GSA,GUAGACHHA,NFR,"Bahbari, Assam, India"
GSB,GARNA SAHIB,NR,"Gurdwara Shri Garna Sahib, Punjab, India"
GSD,GHOSUNDA,NWR,"Chittaurgarh, Rajasthan, India"
GSDH,GARSANDA,ECR,"Garland Rd, Indio, CA 92201, USA"
GSGB,GOSAINGRAM,ER,"Matiapara, West Bengal 742122, India"
GSGJ,GHAUSGANJ,NR,"Kasganj, Uttar Pradesh, India"
GSI,GHOSI,NER,"Ghosi, Uttar Pradesh, India"
GSK,GHUSIA KALAN HALT,ECR,"Purandarpur, Bihar 802212, India"
GSL,GODAPIASAL,SER,"Station Road, Godapiasal, West Bengal .."
GSO,GHASO,NR,"Ghaso, Haryana, India"
GSP,GURDASPUR,NR,"Gurdaspur, Punjab, India"
GSPR,GOSALPUR,WCR,"Gosalpur Railway Station, Madhya Prade.."
GSPU,GAUSPUR HALT,ECR,"Gawaspur, Jaitiya, Bihar 804451, India"
GSQ,GUIR SARANG PH,SER,"Bardhaman, West Bengal, India"
GSR,GARHSHANKAR,NR,"Garhshankar, Punjab, India"
GSRM,GAURI SHRI RAM H,NER,"Sri Ram Nagar Colony, Masab Tank, Hyde.."
GSW,GURSAR SHNEWALA,NWR,"Punjab 151001, India"
GSX,GANDHI SMRAK RD,SCR,"Sultanpet, Palakkad, Kerala, India"
GT,GHATKESAR,SCR,"Ghatkesar Railway Station, Ghatkesar, .."
GTA,GOLANTHRA,ECOR,"Golanthara, Odisha, India"
GTBN,GURU TEGHBAHADURNAGAR,CR,"Guru Teg Bahadur Nagar, Koliwada, Anto.."
GTD,GOURINATHDHAM,SER,"Gourinathdham, West Bengal, India"
GTE,GOTHAJ,WR,"Kalbhor Gotha School, Sector No. 22, N.."
GTF,GUMTHAL,NR,"Gumthla Rd, Haryana, India"
GTHT,GHATARO,ECR,"Vaishali, Bihar, India"
GTI,GHUTAI,NCR,"Ghutai Protected Forest, Uttar Pradesh"
GTJT,GETOR JAGATPURA,NWR,"Jagatpura Railway Station, Jagatpura, .."
GTK,GHUTKU,SECR,"Bilaspur, Chhattisgarh, India"
GTKD,GERITA KOLVADA,WR,"Gujarat, India"
GTL,GUNTAKAL JN,SCR,"Guntakal, Andhra Pradesh, India"
GTLM,GOTLAM,ECOR,"Gotham Towers, Ahmed Nagar, Banjara Hi.."
GTM,GHATAMPUR,NCR,"Kanpur Nagar, Uttar Pradesh, India"
GTNR,GOMATI NAGAR,NER,"Gomti Nagar Railway Station, Gomti Nag.."
GTP,GHATPURI,NER,"Ghatpuri, Maharashtra, India"
GTQ,GUMTALI,NR,"Patti Manna, Punjab, India"
GTR,GRANT ROAD,WR,"Grant Rd, Mumbai, Maharashtra, India"
GTRA,GOTRA,NR,"Gotra High School, West Bengal, India"
GTS,GHATSILA,SER,"Ghatshila, Jharkhand, India"
GTST,GAUTAM STHAN,NER,"Bihar, India"
GTT,GOMTA,WR,"Gomta, Gujarat 363030, India"
GTU,GHAT NANDUR,SCR,"Nandur Ghat Bus Station, Nadur Ghat, M.."
GTW,GATORA,SECR,"Bilaspur, Chhattisgarh, India"
GTX,GOTHANGAM,WR,"Surat, Gujarat, India"
GTY,GOLAPATTI,WCR,"Kovilpatti, Tamil Nadu, India"
GUA,GUA,SER,"Gua, Jharkhand, India"
GUB,GULARBHOJ,NER,"Udham Singh Nagar, Uttarakhand, India"
GUD,GALUDIH,SER,"East Singhbhum, Jharkhand, India"
GUDM,GUDUM,SECR,"Gudum, Dalli Rajhara Bhanupratappur Rd.."
GUG,GARH JAIPUR,SER,"Jai Garh Fort, Jaipur, Rajasthan, India"
GUGD,G GORKHNATH DHM,NR,"Uttar Pradesh, India"
GUH,GULDHAR,NR,"Ghaziabad, Uttar Pradesh, India"
GUJ,GUNJA,WR,"Mehsana, Gujarat, India"
GUK,GUNTAKODURU,SCR,"Krishna, Andhra Pradesh, India"
GULR,GULER,NR,"Kangra, Himachal Pradesh, India"
GUMA,GUMA,ER,"Guma Rajibpur Road, West Bengal, India"
GUMI,GORUMAHISANI,SER,"Gorumahisani, Odisha, India"
GUNA,GUNA,WCR,"Guna, Madhya Pradesh, India"
GUNS,GHUNAS H,NR,"Ghunas, Punjab, India"
GUP,GAURIPUR,NFR,"Dhubri, Assam, India"
GUR,GANAGAPUR ROAD,CR,"Gulbarga, Karnataka, India"
GURN,GURUDAS NAGAR,ER,"Gurudas Nagar, West Bengal, India"
GUU,GUNDRATIMADUGU,SCR,"Gundratimadugu Railway Station, Gundra.."
GUV,GURUVAYUR,SR,"Guruvayur Railway Station, Guruvayoor,.."
GUZ,GUMANIHAT,NFR,"Cooch Behar, West Bengal, India"
GV,GOVANDI,CR,"Govandi, Mumbai, Maharashtra, India"
GVA,GANGUWADA,ECOR,"Ganguvada, Andhra Pradesh, India"
GVB,GUNERU BAMORI,WCR,"State Highway 19, Madhya Pradesh, India"
GVD,GHOLVAD,WR,"Gholvad Railway Station, Gholvad, Maha.."
GVDP,GOVINDPUR PH,SER,
GVG,GOVINDGARH,NR,"Mandi Gobindgarh, Punjab, India"
GVH,GOVINDGARH,NCR,"Govindgarh, Madhya Pradesh, India"
GVI,GARIVIDI,ECOR,"Garividi Railway Station, Garividi, An.."
GVL,GUDLAVALLERU,SCR,"Gudlavalleru, Andhra Pradesh, India"
GVMH,GANGAVARAM,SCR,"Gangavaram, Andhra Pradesh, India"
GVMR,GOVINDI MARWAR,NWR,"Govindi Marwar, Rajasthan, India"
GVN,GODAVARI,SCR,"East Godavari, Andhra Pradesh, India"
GVR,GORESUAR,NFR,"No.3 Goreswar, Assam, India"
GW,GIRWAR,WCR,"Girwar, Madhya Pradesh, India"
GWA,GANJ DUNDWARA,NER,"Gandhi Ganj, Chhindwara, Madhya Prades.."
GWD,GADWAL,SCR,"Gadwal Railway Station, Gadwal, Andhra.."
GWH,GHOSHAWAR,ECR,"Ghoshawar, Patna, Bihar, India"
GWL,GWALIOR,NCR,"Gwalior Junction Railway Station, Gwal.."
GWM,GANNAVARAM,SCR,"Gannavaram, Andhra Pradesh, India"
GWO,GWALIOR NG,NCR,"Gwalior, Madhya Pradesh, India"
GWP,GANGWA PUR H,NER,"Uttar Pradesh, India"
GWS,GAUSHALA,NER,"Gaushala, Uttarakhand, India"
GWSB,GOINDWAL SAHIB H,NR,"Khawaspur, Punjab 143407, India"
GWV,GOWDAVALLI,SCR,"Gowdavalli, Andhra Pradesh, India"
GWYR,GREENWAYS ROAD,SR,"Greenways Rd, Chennai, Tamil Nadu, India"
GXG,GEONG H,NR,"India Temple, Jalan Changkat Jong, 360.."
GY,GOOTY JN,SCR,"Gooty Junction Station, Yengannapalli,.."
GYF,GOOTY FORT,SCR,"Gooty Junction Station, Yengannapalli,.."
GYL,GHARYALA,NR,"Gharyala, Punjab, India"
GYM,GUDIYATTAM,SR,"Vellore, Tamil Nadu, India"
GYN,GYANPUR ROAD,NER,"Sant Ravidas Nagar, Uttar Pradesh, India"
GZA,GURUJALA,SCR,"Gurujala Railway Station, Andhra Prade.."
GZB,GHAZIABAD,NR,"Ghaziabad Railway Station, Arya Nagar,.."
GZH,GULZARBAGH,ECR,"Patna, Bihar, India"
GZKA,GAZIKA,NCR,"Rajasthan 301001, India"
GZL,GAZULAPALLI,SCR,"Gajulapalli-Mahanandi Road, Andhra Pra.."
GZM,GOUR MALDA,ER,"Gour Malda, NH 34, Malda, West Bengal .."
GZN,N GHAZIABAD,NR,"Maharana Pratap Marg, Lohia Nagar, Gha.."
GZO,GAZOLE,NFR,"Gazole, West Bengal, India"
GZS,GIANI ZAIL SINGH SANDHWAN,NR,"Punjab 151209, India"
GZT,GHAZIPUR GHAT F,NER,"Ghazipur Ghat Station, Ghazipur, Uttar.."
HA,HARGAON,NER,"Hargaon, Uttar Pradesh, India"
HAA,HARWADA,KR,"Uttara Kannada, Karnataka, India"
HAB,BAH,NCR,"Uganpura, Uttar Pradesh 283104, India"
HAD,HARIPPAD,SR,"Haripad Railway Station, Haripad, Kera.."
HAG,HALLIGUDI,SWR,
HAH,HOSA AGRAHARA,SWR,"Hosa Agrahara Lake, Karnataka"
HAM,HAMIRATTI PH,SER,"West Bengal 722207, India"
HAN,HINDAUN CITY,WCR,"Karauli, Rajasthan, India"
HAPA,HAPA,WR,"Hapa Railway Station, Jamnagar, Gujara.."
HAPR,HANAMAPUR,SWR,"G.Jarkunti, Karnataka 583236, India"
HAQ,HASTAVARMU,SCR,"Chittavaram, Andhra Pradesh, India"
HAR,HAMIRPUR ROAD,NCR,"Kanpur Nagar, Uttar Pradesh, India"
HAS,HASSAN,SWR,"Hassan Railway Station, Bangalore Mang.."
HAT,HATHURAN,WR,"Bharuch, Gujarat, India"
HATB,HATIBARI,ECOR,"Hatibari, West Bengal, India"
HATI,HATI,WCR,"Hati, Chhattisgarh, India"
HAUR,HAUR,SER,"Haur, West Bengal, India"
HB,HABRA,ER,"Habra, West Bengal, India"
HBB,HENDLASO BHOKTA BAGICHA,SER,"Hesal, Jharkhand 835213, India"
HBD,HOSHANGABAD,WCR,"Hoshangabad Railway Station, Hoshangab.."
HBE,HABIBPUR,ER,"Habibpur, West Bengal, India"
HBF,HADOBHANGI PH,ECOR,"Gajapati, Odisha, India"
HBG,HOWBADH JABLPUR,SECR,"Jabalpur, Madhya Pradesh, India"
HBI,HGRIBOMANAHALLI,SWR,"Hagaribommanahalli Railway Station, Sh.."
HBL,HOMBAL,SWR,"Hombal, Karnataka, India"
HBLN,HBL NAGAR,SCR,"HBL Nagar, Andhra Pradesh, India"
HBN,HAIBARGAON,NFR,"Haibargaon, Nagaon, Assam, India"
HBP,HARPUR BOCHAHA,ECR,"Samastipur, Bihar, India"
HBS,HEBSUR,SWR,"Karnataka 580023, India"
HBSH,HASAN BAZAR STATION HALT,ECR,"Bihar 802204, India"
HBU,HALBARGA,SCR,"Gulbarga, Karnataka, India"
HBW,HABIBWALA,NR,"Bijnor, Uttar Pradesh, India"
HC,HINDU COLLEGE,SR,"Hindu College, Pattabiram, Tamil Nadu .."
HCM,HARISHCHANDRAPURAM PH,ECOR,"Srikakulam, Andhra Pradesh, India"
HCNR,HARICHANDANPUR,ECOR,"Harichandanpur, Odisha, India"
HCP,HARCHANDPUR,NR,"Harchandpur, Uttar Pradesh, India"
HCR,HARISCHANDRPUR,NFR,"Harishchandrapur, West Bengal, India"
HD,HARDA,WCR,"Harda Railway Station, Harda, Madhya P.."
HDA,HIRNODA,NWR,"MDR 59, Rajasthan, India"
HDB,HALDIBARI,NFR,"Haldibari, West Bengal, India"
HDC,HARISHDADPUR PH,SER,"Dakshin Ramchandrapur, West Bengal, In.."
HDD,HADDINAGUNDU,SCR,"Haddinagundu Station, Karnataka, India"
HDE,HARDAS BIGHA,ECR,"Railway Station Road, Bihar 803202, In.."
HDGR,HADGON ROAD,SCR,"Nanded, Maharashtra, India"
HDIH,HOODI HALT,SWR,"Krishnarajapuram, Bengaluru, Karnataka.."
HDK,HANDIA KHAS,NER,"Handia, Uttar Pradesh, India"
HDL,HODAL,NCR,"Hodal, Haryana, India"
HDM,HIRDAMALI,SECR,"Hirdamali Railway Station, Maharashtra.."
HDN,HAIDARNAGAR,ECR,"Jharkhand 822115, India"
HDP,HADAPSAR,CR,"Mundhwa Road, Kirtane Baug, Mundhwa, P.."
HDS,HARIDASPUR,ECOR,"Haridaspur, Odisha, India"
HDT,HARDATTPUR,NER,"Varanasi, Uttar Pradesh, India"
HDU,HARDUA,WCR,"Katni, Madhya Pradesh, India"
HDW,HALDWANI,NER,"Heera Nagar, Haldwani, Uttarakhand, In.."
HDWL,HARDORAWAL,NR,"Hardo Rawal, Punjab, India"
HEB,HEBBAL,SWR,"Hebbal, Bangalore, Karnataka, India"
HEI,HEGGERE H,SWR,"Heggere, Karnataka, India"
HEM,HIMAYATNAGAR,SCR,"Himayatnagar, Maharashtra, India"
HEN,HERIA P H,SER,"Heria, West Bengal, India"
HER,HER,SCR,"Her, Maharashtra, India"
HESK,HIRE SHELLIKERI,SWR,"Hire-Shellikeri, Karnataka, India"
HET,HETAMPUR,NCR,"Ghatampur, Uttar Pradesh, India"
HFZ,HAFIZPETA,SCR,"Hafizpet, Sai Nagar, Hafeezpet, Hydera.."
HG,HOTGI,CR,"Solapur, Maharashtra, India"
HGA,HOGLA H,ER,"Hogla, West Bengal"
HGH,HAIDERGARH,NR,"Haidargarh Railway Station, Uttar Prad.."
HGI,HAGARI,SCR,"Tis Hazari, Rajpur Marg, Civil Lines, .."
HGJ,HARDUAGANJ,NCR,"Harduaganj, Uttar Pradesh, India"
HGL,HARANGUL,CR,"Harangul, Maharashtra, India"
HGR,HEMAGIRI,SECR,"Odisha, India"
HGT,HINGANGHAT,CR,"Wardha, Maharashtra, India"
HGY,HOOGHLY,ER,"Hooghly, Hooghly-Chinsurah, West Benga.."
HHD,HUNSIHADGIL,CR,"Hunsihadgil Railway Station, Karnataka.."
HHG,HEHEGARA H,ECR,"Hehegara, Jharkhand, India"
HHL,HIREHALLI,SWR,"Hirehalli, Karnataka, India"
HHP,HARHAR FATEHPUR,NR,"Harafatehpur Railway Station, Uttar Pr.."
HHR,HRIDAYPUR,ER,"Hridaypur, Uttar Pradesh, India"
HHT,HABANGHATTA,SWR,"Hesaraghatta Lake, Bangalore, Karnataka"
HIH,HAJIGARH,ER,"Aligarh, Uttar Pradesh, India"
HIJ,HIJILLI,SER,"Aroeshir Dalal Avenue, IIT Kharagpur, .."
HIKD,HALLIKHED K,SCR,"Hallikhed, Gulbarga State: Karnataka"
HIL,HILSA,ECR,"Hilsa, Bihar, India"
